id_channel;id_video
UCKFp00-PRnuc1Dx4DaUmJBg;yYLfK_s2vzM
UCKFp00-PRnuc1Dx4DaUmJBg;Oi_C8_YNUoA
UCKFp00-PRnuc1Dx4DaUmJBg;q0oWWTHu-g0
UCKFp00-PRnuc1Dx4DaUmJBg;L1WRPfgZWu0
UCWI1xyk6Jb4t2OOyP2LS4DQ;hO0bLBqaVFA
UCKFp00-PRnuc1Dx4DaUmJBg;DjjWzvJHps0
UCKMekE_4UfWvZDuBWenG8WA;vGoT7PySRwM
UCKFp00-PRnuc1Dx4DaUmJBg;KOSP9fyNBoU
UCKMekE_4UfWvZDuBWenG8WA;Y7-ZT1dGOxM
UCKMekE_4UfWvZDuBWenG8WA;c5ASFOYd918
UCKMekE_4UfWvZDuBWenG8WA;EWLMoK99bxY
UCJamxO-DE27EEZtWrNG34mA;j5r5YkOI6Xc
UCWI1xyk6Jb4t2OOyP2LS4DQ;fJQnu5x_Hqw
UCGuktEl5InrcxPfCjmPWxsA;O4he8SUdP1U
UCJamxO-DE27EEZtWrNG34mA;GcSBpR9-0lg
UCGuktEl5InrcxPfCjmPWxsA;vldQ_oV6b70
UCmBDds7HAhpG6ZUj9FC2s9Q;yjLEBSieWDU
UCmBDds7HAhpG6ZUj9FC2s9Q;EC8bXAifKZI
UCmBDds7HAhpG6ZUj9FC2s9Q;O_nnYATOuXQ
UCmBDds7HAhpG6ZUj9FC2s9Q;ol_b58gZAi8
UCmBDds7HAhpG6ZUj9FC2s9Q;EUz5rpVrDKw
UCGuktEl5InrcxPfCjmPWxsA;NHOG2R-2PZM
UCGuktEl5InrcxPfCjmPWxsA;8j8pqDKsueI
UCmBDds7HAhpG6ZUj9FC2s9Q;SDQON3cc0JU
UCmBDds7HAhpG6ZUj9FC2s9Q;jwOV7WiJQRY
UCmBDds7HAhpG6ZUj9FC2s9Q;ctbyu_wsYgE
UCJamxO-DE27EEZtWrNG34mA;X0diQrDx9Ug
UCGuktEl5InrcxPfCjmPWxsA;D4ojrF8AeeQ
UCJamxO-DE27EEZtWrNG34mA;mCm7QtNFf1Y
UCGuktEl5InrcxPfCjmPWxsA;xrSQsw0EclM
UCGuktEl5InrcxPfCjmPWxsA;yORbSp7Fe10
UCBV194XNr6CIQCCuw1v2rMQ;4A12xqQPJXU
UCKFp00-PRnuc1Dx4DaUmJBg;3FtTWmTbJx0
UCGuktEl5InrcxPfCjmPWxsA;gPX7d3BcZpg
UCJamxO-DE27EEZtWrNG34mA;3sYSXVvV8Ug
UCGuktEl5InrcxPfCjmPWxsA;h_qFha7vu9I
UCJamxO-DE27EEZtWrNG34mA;qKzPfbJdYAg
UCGuktEl5InrcxPfCjmPWxsA;ZUDBDnZEjuo
UCGuktEl5InrcxPfCjmPWxsA;BNG0kdK76WU
UCJamxO-DE27EEZtWrNG34mA;7CM8fcKSOW0
UCC3CCtUrSSQoJkxodRKr89g;iGMgLFIiSxo
UCJamxO-DE27EEZtWrNG34mA;k1KxCzQ_EJA
UCJamxO-DE27EEZtWrNG34mA;3VMwiblmCyc
UCxB1IGhLzlEOikTL-aDwqFg;c77dwTiKzCA
UCKFp00-PRnuc1Dx4DaUmJBg;StHhz0z_F_k
UCJamxO-DE27EEZtWrNG34mA;kK7kbndLSNw
UCmBDds7HAhpG6ZUj9FC2s9Q;G0giOdP2Drg
UCmBDds7HAhpG6ZUj9FC2s9Q;-iZsu6pG1gY
UCmBDds7HAhpG6ZUj9FC2s9Q;mLt0SIG-jCQ
UCmBDds7HAhpG6ZUj9FC2s9Q;jqOyJGZ-f5g
UCxB1IGhLzlEOikTL-aDwqFg;SRGkibDQgIc
UCxB1IGhLzlEOikTL-aDwqFg;jbXkulDnn9g
UCxB1IGhLzlEOikTL-aDwqFg;rcX-VyxHEXA
UCJamxO-DE27EEZtWrNG34mA;SCtWFpV2U0A
UCxB1IGhLzlEOikTL-aDwqFg;wuPLVfdZ92Q
UCJamxO-DE27EEZtWrNG34mA;6n0ePyFS5-w
UCKFp00-PRnuc1Dx4DaUmJBg;-3Gjxhj3330
UCxB1IGhLzlEOikTL-aDwqFg;Lv4xzuWb8qs
UCJamxO-DE27EEZtWrNG34mA;bBD5NiOt4PQ
UCxB1IGhLzlEOikTL-aDwqFg;_BtDAvF20Gc
UCJamxO-DE27EEZtWrNG34mA;IdpKSCYsK-M
UCGuktEl5InrcxPfCjmPWxsA;AHDvcpBNrtY
UCJamxO-DE27EEZtWrNG34mA;mZ3KGXzQwvQ
UCGuktEl5InrcxPfCjmPWxsA;DwK2aRo6GtU
UCJamxO-DE27EEZtWrNG34mA;ls3wcsBhViI
UCJamxO-DE27EEZtWrNG34mA;l6rp_nFzo3g
UCJamxO-DE27EEZtWrNG34mA;pnDJxG6yxP4
UCJamxO-DE27EEZtWrNG34mA;m51Fqwg3dk8
UCJamxO-DE27EEZtWrNG34mA;ShHX4z_a3cI
UCJamxO-DE27EEZtWrNG34mA;qdfn7l4qtQc
UCBV194XNr6CIQCCuw1v2rMQ;wCOInE7-E0I
UCJamxO-DE27EEZtWrNG34mA;_HTNoo1SUlU
UCGuktEl5InrcxPfCjmPWxsA;DboOZK60ZwA
UCKFp00-PRnuc1Dx4DaUmJBg;3jjlxqdFYmA
UCKMekE_4UfWvZDuBWenG8WA;d0aaCxS9Avs
UCKMekE_4UfWvZDuBWenG8WA;BRt3-ZWnpfs
UCJamxO-DE27EEZtWrNG34mA;p75TjkzhXjo
UCBV194XNr6CIQCCuw1v2rMQ;Td_NjdrwPkQ
UCJamxO-DE27EEZtWrNG34mA;AT07GbqjkJU
UCGuktEl5InrcxPfCjmPWxsA;dv1U56q6cws
UCJamxO-DE27EEZtWrNG34mA;d73wv-FEAME
UCBV194XNr6CIQCCuw1v2rMQ;XCaag3dfxsQ
UCJamxO-DE27EEZtWrNG34mA;anDhIpgzEJM
UCxB1IGhLzlEOikTL-aDwqFg;tH3F9U_6pNo
UCxB1IGhLzlEOikTL-aDwqFg;mWYDMp0jp8Q
UCxB1IGhLzlEOikTL-aDwqFg;MC_KLsO-l1U
UCJamxO-DE27EEZtWrNG34mA;gdC56UTWyao
UCxB1IGhLzlEOikTL-aDwqFg;9ObuGfXFxds
UCJamxO-DE27EEZtWrNG34mA;orW-IWfo8Yw
